Date,Open,High,Low,Close,Volume,Ticker
,MSFT,MSFT,MSFT,MSFT,MSFT,
2015-07-27,39.83414683294967,39.89484291926319,39.235855421707015,39.32256317138672,39701400,MSFT
2015-07-28,39.52198024776526,39.574003552512934,38.836978068631616,39.31387710571289,34328900,MSFT
2015-07-29,39.365905281047844,40.56248764537203,39.24450984721345,40.13761520385742,40945900,MSFT
2015-07-30,40.111605753516216,41.100091718704306,39.825467603670894,40.64920425415039,39777900,MSFT
2015-07-31,41.00470942898804,41.07407494711292,40.31970715868364,40.493125915527344,31201500,MSFT
2015-08-03,40.73591623584971,40.75325844487649,40.27635927354854,40.5885124206543,24125900,MSFT
2015-08-04,40.53647906498354,41.36888511397026,40.475782997308734,41.22148132324219,33403900,MSFT
2015-08-05,41.60301412778918,41.9758634179488,41.221495385441806,41.25617980957031,26959700,MSFT
2015-08-06,41.36889607537815,41.420922707608035,40.1723133032872,40.42376708984375,27368000,MSFT
2015-08-07,40.22433307280786,40.56249788319393,40.1116103667831,40.52781677246094,19163000,MSFT
2015-08-10,40.709891498978294,41.17812106922827,40.61451103381399,41.03938674926758,23079900,MSFT
2015-08-11,40.597171814233924,40.70122173493029,39.79945024274954,40.24166488647461,29237400,MSFT
2015-08-12,40.050914288390125,40.666551138457486,39.63471119040048,40.52781677246094,30181400,MSFT
2015-08-13,40.8052644199831,40.839945512796035,40.31102328976901,40.51912307739258,22627200,MSFT
2015-08-14,40.34571656238961,40.839957841808236,40.33704711349082,40.75325012207031,21473400,MSFT
2015-08-17,40.588508857325685,41.143446266711244,40.38040567496217,41.030723571777344,21099700,MSFT
2015-08-18,40.88233685514051,41.397293834305884,40.76014423796552,41.25764465332031,23574100,MSFT
2015-08-19,40.82997065947772,41.09181580955597,40.411023080651674,40.68159484863281,31485500,MSFT
2015-08-20,40.210298965144666,40.55942379797838,39.852447509765625,39.852447509765625,36238200,MSFT
2015-08-21,39.53823631156284,39.69534215531683,37.59187316894531,37.59187316894531,70053100,MSFT
2015-08-24,35.30511165089198,37.260201222870414,34.66796171621591,36.378665924072266,88753700,MSFT
2015-08-25,37.15547183705277,37.74025548780361,35.25274831052258,35.322574615478516,70616600,MSFT
2015-08-26,36.66669358788134,37.39112643797892,35.83752795107235,37.27766036987305,63408000,MSFT
2015-08-27,37.73150466705562,38.359927746095984,37.46966282728868,38.316287994384766,50943200,MSFT
2015-08-28,37.879884704356954,38.534490983836626,37.87115475611072,38.342472076416016,28246700,MSFT
2015-08-31,38.01953227310663,38.342470424812774,37.61803790856703,37.984619140625,34441700,MSFT
2015-09-01,36.806324623040524,37.172905842473774,36.361193852478145,36.5008430480957,49688900,MSFT
2015-09-02,36.97216980392637,37.862434902631435,36.55322210974169,37.84497833251953,37671500,MSFT
2015-09-03,37.88861020154523,38.38611069286306,37.775144184200926,37.9671630859375,28285200,MSFT
2015-09-04,37.364938673754445,37.56568425924778,36.83252487638047,37.19037628173828,37138800,MSFT
2015-09-08,37.79259535339529,38.40356177480336,37.70531586297949,38.307552337646484,32469800,MSFT
2015-09-09,38.58687462638644,38.7527104222941,37.452223899997456,37.59187316894531,33469500,MSFT
2015-09-10,37.63551055879902,38.22029412453216,37.312572269081286,37.78388977050781,31366600,MSFT
2015-09-11,37.652952056154916,38.04571648341307,37.478389718540214,37.94970703125,27132500,MSFT
2015-09-14,37.90606856681134,37.91479518571366,37.40856805188518,37.565673828125,23656000,MSFT
2015-09-15,37.69659279277213,38.65668400997953,37.60058666760116,38.386112213134766,28882200,MSFT
2015-09-16,38.37739163766105,38.73524299719449,38.26392559795524,38.6654167175293,23372200,MSFT
2015-09-17,38.65668972030264,39.27638296353615,38.473400732219524,38.62177658081055,32768200,MSFT
2015-09-18,37.96716359796144,38.39484115864246,37.81878777516372,37.94970703125,63143700,MSFT
2015-09-21,38.07190655990557,38.81379579667819,38.05444999003442,38.49958419799805,26177200,MSFT
2015-09-22,37.862427251688906,38.447207249518414,37.801330933393274,38.316287994384766,28085900,MSFT
2015-09-23,38.3424774353485,38.55194960953901,37.97589613626483,38.29010772705078,17145200,MSFT
2015-09-24,37.923517414558006,38.517027264096015,37.766411670298,38.325008392333984,27905600,MSFT
2015-09-25,38.82250971822,39.04071177598618,38.194086726413644,38.351192474365234,29384600,MSFT
2015-09-28,38.25520727193434,38.48213607104656,37.71406347570344,37.78388977050781,27613800,MSFT
2015-09-29,37.8537100271353,38.028272422154174,37.5744115269054,37.9148063659668,32763600,MSFT
2015-09-30,38.29883975939837,38.665417748918195,38.10682081469731,38.6305046081543,34958900,MSFT
2015-10-01,39.058182042379144,39.058182042379144,38.18537350511927,38.93598937988281,28657900,MSFT
2015-10-02,38.63922600259613,39.77387619018555,38.33374108280308,39.77387619018555,41839000,MSFT
2015-10-05,39.93098991514487,40.92599109834319,39.887350154908155,40.69906234741211,34369300,MSFT
2015-10-06,40.437220692013284,41.17910660885929,40.341211221233145,40.80379867553711,27017200,MSFT
2015-10-07,41.10926918966203,41.32747126249357,40.1055416523366,40.84742736816406,27711500,MSFT
2015-10-08,40.63797285055624,41.47586837419636,40.585603131765914,41.414772033691406,33772700,MSFT
2015-10-09,41.41476651588199,41.49331941885122,40.95217571861855,41.118011474609375,28600600,MSFT
2015-10-12,41.00455041579869,41.08310332831845,40.585602658860225,41.02200698852539,19769100,MSFT
2015-10-13,40.63796218961799,41.13546273435912,40.63796218961799,40.925987243652344,19987800,MSFT
2015-10-14,40.71653073038422,41.1092920159657,40.611791280027994,40.742713928222656,24697800,MSFT
2015-10-15,41.030723571777344,41.048180140233214,40.611775917336416,41.030723571777344,27189400,MSFT
2015-10-16,41.03945446985264,41.49331527170151,40.934718386195236,41.46712875366211,26450300,MSFT
2015-10-19,41.38857090155718,41.790065278241585,41.039449554679024,41.563133239746094,29387600,MSFT
2015-10-20,41.40602909584164,41.72897059950963,41.03945116778582,41.69405746459961,30802200,MSFT
2015-10-21,41.82498360493649,41.88608326582758,41.11801081898641,41.196563720703125,25144300,MSFT
2015-10-22,41.484589527705204,42.7239794063685,41.10055496236608,41.92099380493164,56637100,MSFT
2015-10-23,45.64787382904233,47.19274493328681,45.60423407955509,46.1453742980957,135227100,MSFT
2015-10-26,45.84861837768893,47.41094601482705,45.8224351944462,47.349849700927734,64633300,MSFT
2015-10-27,47.12292534418249,47.45459012742237,46.76507404579232,46.861080169677734,50999900,MSFT
2015-10-28,46.73015849844005,47.114192962646484,46.13664857134858,47.114192962646484,47000800,MSFT
2015-10-29,46.73015721310434,46.98327241935766,46.45085882327289,46.57305145263672,30202100,MSFT
2015-10-30,46.53813959621238,47.12292290497005,45.927173103159426,45.94462966918945,46619800,MSFT
2015-11-02,46.12793602620091,46.573070304204435,45.92719043534668,46.46833419799805,30285000,MSFT
2015-11-03,46.19774972395443,47.472049212199,46.17156653691512,47.262577056884766,36596900,MSFT
2015-11-04,47.288762628538294,47.899729216430266,47.18402654559968,47.48078155517578,37087800,MSFT
2015-11-05,47.55933878726054,47.74262778149444,47.131661137881096,47.46332931518555,31468500,MSFT
2015-11-06,47.21020968731606,47.98700868321836,47.096743655369636,47.93463897705078,32851200,MSFT
2015-11-09,47.61170752821192,47.8910060083618,46.74762889571716,47.27131271362305,32513100,MSFT
2015-11-10,47.19276114039427,47.245130855463636,46.4945149203058,46.70398712158203,55283700,MSFT
2015-11-11,46.86982308374833,47.306227389314884,46.660347552096106,46.8261833190918,36516300,MSFT
2015-11-12,46.677796193531805,47.11420042495544,46.42468094022609,46.53814697265625,35361100,MSFT
2015-11-13,46.31995104860235,46.51197000153623,45.84863361658309,46.119205474853516,36848200,MSFT
2015-11-16,46.328679135496074,47.035651925588745,46.12793024032122,46.93091583251953,32165200,MSFT
2015-11-17,46.72003190739884,47.036361427457614,46.438850856667166,46.54429626464844,31551300,MSFT
2015-11-18,46.57065648356166,47.431773880458564,46.55308224869325,47.317543029785156,29710000,MSFT
2015-11-19,47.44055514557426,48.02927683650099,47.256027384709704,47.3966178894043,28149200,MSFT
2015-11-20,47.66901374269539,47.71294764718504,46.80789647731846,47.61629104614258,37147600,MSFT
2015-11-23,47.66901374269539,47.85353815271715,47.22966799391479,47.61629104614258,28235900,MSFT
2015-11-24,47.37904038100529,47.83596032765165,47.08028851213762,47.669010162353516,24600000,MSFT
2015-11-25,47.52842266826021,47.651438940135584,47.176944732666016,47.176944732666016,21005100,MSFT
2015-11-27,47.273598003090115,47.519633881454645,47.26481256369292,47.3878288269043,9009100,MSFT
2015-11-30,47.92384290027991,48.29289178053415,47.44934860971652,47.75688934326172,56241400,MSFT
2015-12-01,47.809609463236185,48.53013630167512,47.71295285165055,48.5213508605957,39952800,MSFT
2015-12-02,48.60921458684675,49.17157662297276,48.38075626664885,48.51255798339844,47274900,MSFT
2015-12-03,48.75859295139923,49.00462549949199,47.38783300072081,47.62508010864258,38627800,MSFT
2015-12-04,47.55478493317114,49.40882460823501,47.537210700238994,49.12764358520508,43963700,MSFT
