Price,Close,High,Low,Open,Volume
Ticker,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK
Date,,,,,
2015-03-16,2323.07177734375,2351.8023470282133,2302.5499418548475,2302.5499418548475,60353500
2015-03-17,2314.8623046875,2347.6972309951243,2314.8623046875,2343.5928652066714,50729500
2015-03-18,2335.384521484375,2339.4888879544706,2314.862689133897,2314.862689133897,52346500
2015-03-19,2339.489013671875,2355.906480434485,2327.1759135999177,2347.6977470531797,58573500
2015-03-20,2351.8017578125,2376.427954229385,2327.175561395615,2327.175561395615,104343000
2015-03-23,2372.323486328125,2388.74094990133,2364.1147545415224,2364.1147545415224,44297500
2015-03-24,2388.74072265625,2409.262550170479,2380.531991650558,2388.74072265625,64996000
2015-03-25,2401.053955078125,2421.5757837540064,2380.5321264022436,2388.7408578725963,36811000
2015-03-26,2384.636962890625,2417.471895254007,2376.4282297997793,2380.5325963452024,71972500
2015-03-27,2372.323486328125,2384.636584008029,2360.010388648221,2376.4278522214263,69993000
2015-03-30,2380.5322265625,2405.1584220096984,2372.323494746767,2372.323494746767,50985500
2015-03-31,2433.88916015625,2433.88916015625,2409.2629629202675,2429.784793950253,85598000
2015-04-01,2433.88916015625,2450.306624980238,2425.6804277442557,2442.097892568244,42093500
2015-04-02,2429.78466796875,2450.3064979347023,2417.4715699891785,2450.3064979347023,42424000
2015-04-06,2491.349853515625,2536.497873925299,2425.680005647009,2429.7843711387973,71232500
2015-04-07,2511.872314453125,2561.124712775735,2507.7679479262406,2540.6028801413145,58844000
2015-04-08,2466.724609375,2487.2464447275374,2446.2027740224626,2474.933343516015,86916000
2015-04-09,2474.9326171875,2495.454446517413,2454.410787857587,2474.9326171875,68708000
2015-04-10,2470.828369140625,2499.558931572493,2454.4109048938435,2495.4545655107972,56706000
2015-04-13,2466.724609375,2474.933343516015,2458.515875233985,2466.724609375,41635500
2015-04-14,2454.4111328125,2483.141697912312,2450.3067663696697,2462.6198656981605,80112500
2015-04-15,2421.576171875,2454.411103019068,2405.158706302966,2446.2023702330507,108377000
2015-04-16,2446.202392578125,2450.3067590086252,2409.263094703623,2429.784926856124,93601500
2015-04-17,2437.6083984375,2462.397636387712,2437.6083984375,2462.397636387712,129331500
2015-04-20,2429.345703125,2462.3980256164964,2416.951082190689,2429.345703125,57051500
2015-04-21,2462.398193359375,2478.9243557309146,2429.3458686162962,2433.477409209181,101934500
2015-04-22,2458.265869140625,2470.6604869682246,2450.0027905888915,2470.6604869682246,80424500
2015-04-23,2462.398193359375,2478.9243557309146,2458.26665276649,2470.661274545145,45916500
2015-04-24,2462.398193359375,2478.9243557309146,2454.135112173605,2462.398193359375,51549000
2015-04-27,2346.714599609375,2454.1346340985365,2317.793821093062,2445.8715545224472,214693500
2015-04-28,2321.925537109375,2346.714777719084,2297.1362964996665,2330.1886173126113,145994000
2015-04-29,2231.03173828125,2313.662543402778,2181.4532552083333,2313.662543402778,289103500
2015-04-30,2226.89990234375,2264.083759711271,2131.874489071197,2197.9791243912337,201869500
2015-05-04,2268.215576171875,2288.8732772299068,2222.7686338442054,2226.900174055812,87705000
2015-05-05,2288.873291015625,2301.267911725096,2259.952509360193,2272.3471300696638,90141500
2015-05-06,2264.083984375,2276.478604727418,2243.426283787637,2272.3470646099454,150119000
2015-05-07,2264.083984375,2276.478604727418,2243.426283787637,2247.5578239051097,55087000
2015-05-08,2276.47900390625,2293.0051672739905,2259.9528405385095,2272.347463064315,56698000
2015-05-11,2264.083984375,2284.7416849623633,2251.689364022582,2280.610144844891,67537000
2015-05-12,2268.215576171875,2284.7417370183002,2247.5578751138432,2251.6894153254498,54424500
2015-05-13,2268.215576171875,2280.610196806694,2255.8209555370563,2255.8209555370563,68930000
2015-05-15,2235.1640625,2276.479479551756,2214.5063539741222,2268.216396141405,102469000
2015-05-18,2247.55810546875,2251.6896461038027,2235.1634835635914,2247.55810546875,43827000
2015-05-19,2255.82080078125,2288.8731202066165,2239.2946410685668,2251.6892608530793,52107000
2015-05-20,2293.0048828125,2317.794124788851,2264.084100506757,2276.4787214949324,58482500
2015-05-21,2334.3203125,2375.635716261062,2297.1364491150443,2305.3995298672567,63650000
2015-05-22,2371.50390625,2396.2931456881533,2330.1885071864112,2354.977746624564,63902500
2015-05-25,2363.240966796875,2375.6355872521035,2354.9778864933896,2371.504047100361,39425000
2015-05-26,2371.50390625,2396.2931456881533,2338.4515869991287,2346.7146668118467,117738500
2015-05-27,2354.977783203125,2379.767023026316,2354.977783203125,2371.503943085252,79384000
2015-05-28,2338.4521484375,2354.978312030698,2321.925984844302,2330.1890666409013,36940000
2015-05-29,2334.3203125,2363.2410951327433,2326.0572317477877,2350.8464740044246,111287500
2015-06-01,2334.3203125,2334.3203125,2305.3995298672567,2313.662610619469,24317000
2015-06-03,2247.55810546875,2317.7942962646484,2226.900402293486,2313.6627556295957,159175000
2015-06-04,2251.689453125,2272.3471545298166,2231.0317517201834,2231.0317517201834,58319500
2015-06-05,2255.82080078125,2264.083880637592,2222.7684813558835,2222.7684813558835,48272000
2015-06-08,2243.426025390625,2247.5575650322285,2214.5052478994016,2231.031406465815,86888000
2015-06-09,2197.979248046875,2235.1631075063146,2156.6638486474976,2214.505407806626,131941500
2015-06-10,2202.111083984375,2247.5580294324577,2156.6641385362923,2197.979543489095,82218000
2015-06-11,2206.242431640625,2226.9001323114176,2173.1901105673574,2214.505511908942,64210500
2015-06-12,2189.7158203125,2197.9788988797172,2169.058123894458,2177.3212024616746,77427500
2015-06-15,2197.979248046875,2202.1107879868127,2185.584628227062,2197.979248046875,44849000
2015-06-16,2206.242431640625,2226.9001323114176,2173.1901105673574,2193.8478112381495,67394000
2015-06-17,2268.215576171875,2284.7417370183002,2222.7686338442054,2231.031714267418,69230000
2015-06-18,2251.689453125,2264.08407396789,2231.0317517201834,2264.08407396789,29546500
2015-06-19,2264.083984375,2284.7416849623633,2251.689364022582,2251.689364022582,70895500
2015-06-22,2268.215576171875,2280.610196806694,2255.8209555370563,2264.084035960269,36878000
2015-06-23,2259.953125,2272.347749085923,2259.953125,2268.2162077239486,41165500
2015-06-24,2251.689453125,2276.47869481078,2251.689453125,2255.8209934059632,58809500
2015-06-25,2226.89990234375,2264.083759711271,2206.242203806238,2251.689140588764,82101000
2015-06-26,2239.294677734375,2272.346997700934,2197.9792777761763,2222.7685177510953,65003500
2015-06-29,2231.03173828125,2239.2948187934026,2202.110956488715,2214.5055772569444,50187000
2015-06-30,2231.03173828125,2272.3471408420137,2231.03173828125,2251.689439561632,69145000
2015-07-01,2231.03173828125,2255.820979817708,2231.03173828125,2247.5578993055556,35987500
2015-07-02,2247.55810546875,2268.2158086440145,2206.2426991182215,2226.900402293486,54548500
2015-07-03,2251.689453125,2255.8209934059632,2231.0317517201834,2231.0317517201834,22845500
2015-07-06,2247.55810546875,2255.821186738856,2231.0319429285387,2243.4265648336973,45003000
2015-07-07,2181.453125,2251.689305160985,2181.453125,2235.163145123106,64968500
2015-07-08,2202.111083984375,2222.768786460776,2164.9272195268527,2214.5057054702156,74970000
2015-07-09,2189.7158203125,2189.7158203125,2156.663506043632,2173.189663178066,58611000
2015-07-10,2197.979248046875,2214.505407806626,2189.7161681669995,2189.7161681669995,42836500
2015-07-13,2231.03173828125,2239.2948187934026,2197.979416232639,2197.979416232639,53040500
2015-07-14,2247.55810546875,2255.821186738856,2231.0319429285387,2239.2950241986446,41833500
2015-07-15,2231.03173828125,2231.03173828125,2214.5055772569444,2226.9001980251733,61445000
2015-07-22,2239.294677734375,2243.426217730195,2193.8477377803565,2243.426217730195,89975500
2015-07-23,2272.346923828125,2297.1361629971593,2235.1630650745738,2247.557684659091,37129500
2015-07-24,2268.215576171875,2276.4786565950876,2247.5578751138432,2276.4786565950876,19026000
2015-07-27,2222.768798828125,2235.163420382929,2181.4533936454463,2231.031879864661,64015500
2015-07-28,2148.40087890625,2185.584740271935,2131.874718299279,2181.4532001201924,112963500
2015-07-29,2123.61181640625,2173.1903023923883,2090.559492415491,2148.4010593993194,81937500
2015-07-30,2115.3486328125,2169.058656692505,2115.3486328125,2127.7432537078857,46801000
2015-07-31,2164.927001953125,2173.1900821132513,2123.6116011524928,2140.1377614727458,115876500
2015-08-03,2189.7158203125,2189.7158203125,2136.00580962559,2136.00580962559,61213000
2015-08-04,2197.979248046875,2214.505407806626,2169.058468467311,2197.979248046875,44712500
2015-08-05,2264.083984375,2288.8732250798357,2185.5847221430204,2197.9793424954382,73984500
2015-08-06,2280.6103515625,2297.1365135303445,2264.084189594656,2264.084189594656,66426000
2015-08-07,2272.346923828125,2280.6100035511363,2243.4261447975855,2264.0838441051137,27262000
2015-08-10,2288.873291015625,2288.873291015625,2243.4263484142316,2255.8209691237025,25633500
2015-08-11,2239.294677734375,2297.1362376758534,2206.242357767816,2288.8731576842138,52619000
2015-08-12,2173.1904296875,2189.716592650903,2144.2696445015445,2181.4535111692016,148795000
2015-08-13,2181.453125,2185.5846650094695,2123.611564867424,2123.611564867424,102339000
2015-08-14,2189.7158203125,2193.8473595961086,2177.3212024616746,2189.7158203125,31860000
2015-08-18,2144.27001953125,2202.111600019569,2136.006936604347,2189.7169756292146,102204500
2015-08-19,2098.82275390625,2140.1381624477117,2090.5596721979578,2123.6119990311267,82035000
2015-08-20,2028.58642578125,2098.8226156759165,2024.4548851992108,2098.8226156759165,127105500
2015-08-21,1962.4820556640625,2016.1920908717107,1958.3505144942435,1999.6659261924342,109838000
2015-08-24,1867.456298828125,1958.3501894790516,1817.8778130185287,1883.9824607646572,173094000
2015-08-25,1921.1658935546875,1979.0074473391296,1883.9820375504032,1900.5081957745294,184156000
2015-08-26,1958.3497314453125,1966.6128104809468,1904.63971771369,1958.3497314453125,104006500
2015-08-27,2082.2958984375,2107.085135323661,2007.928187779018,2007.928187779018,113488500
2015-08-28,2123.61181640625,2131.87489740394,2107.0856544108706,2123.61181640625,108531000
2015-08-31,2131.875244140625,2131.875244140625,2102.9544559449187,2123.6121617989947,98327000
2015-09-01,2078.16455078125,2123.61148926752,2065.7699311940855,2123.61148926752,51436500
2015-09-02,2028.58642578125,2057.5072098555247,2016.1918040351325,2016.1918040351325,106837000
2015-09-03,2032.7176513671875,2057.506891018007,2024.454571483581,2053.3753510762035,44130500
2015-09-04,2024.4544677734375,2028.5860075035873,2012.0598485829878,2028.5860075035873,50424000
2015-09-07,1970.7445068359375,2016.191445148716,1970.7445068359375,2016.191445148716,35620000
2015-09-08,1950.0872802734375,1983.139607057733,1941.8241985773636,1954.2188211214743,66183500
2015-09-09,1970.7445068359375,1987.2706662224025,1966.6129669893212,1966.6129669893212,53327500
2015-09-10,1970.7445068359375,1987.2706662224025,1945.9552677562401,1958.3498872960888,63130500
2015-09-11,1970.7445068359375,1983.1391263757862,1966.6129669893212,1983.1391263757862,45032500
2015-09-14,1999.665283203125,2003.7968230444537,1970.7445043138237,1983.1391238378098,35836000
2015-09-15,1974.8756103515625,1999.6648439543017,1954.217915682613,1983.138688219142,38335000
2015-09-16,1958.3497314453125,1970.7443499987637,1950.0866524096782,1966.6128104809468,66782000
